PostNumber,SymptomName,PostLink,Title,Author,Total_Replies,Total_Weight
11,"['nan', 'nan', 'nan']",https://forums.livescience.com/threads/shower.1599/,shower,,4,204.54545454545453
12,"['Coronavirus Infections', 'Disease', 'Clouded consciousness']",https://forums.livescience.com/threads/confusion-and-chaos-surround-coronavirus-testing-in-the-us.1264/,confusion and chaos surround coronavirus testing in the us,,10,504.1666666666667
13,"['Coronavirus Infections', 'Seizures', 'Clouded consciousness', 'nan', 'nan', 'nan']",https://forums.livescience.com/threads/testing.1282/,testing,,6,303.84615384615387
14,"['Communicable Diseases', 'Infantile Neuroaxonal Dystrophy', 'nan', 'nan', 'nan', 'nan']",https://forums.livescience.com/threads/vaccine-from-live-virus.2638/,vaccine from live virus,,4,203.57142857142858
15,"['Communicable Diseases', 'Heart Diseases', 'Abortion, Habitual', 'Common Cold', 'Critical Illness', 'Respiratory Distress Syndrome, Adult', 'Influenza', 'Pemphigus and fogo selvagem', 'Cardiac Arrest', 'Coronavirus Infections', 'Virus Diseases', 'Long QT Syndrome', 'Vesicle (morphologic abnormality)', 'Sepsis', 'Bacteremia', 'Mannose-Binding Protein Deficiency', 'Severe Acute Respiratory Syndrome', 'Autoimmune Diseases', 'Inflammatory disorder', 'Diabetes Mellitus', 'Asthma', 'Disease', 'Single organ dysfunction', 'Diarrhea', 'Catch - Finding of sensory dimension of pain', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://forums.livescience.com/threads/how-to-prevent-development-of-severe-covid-19-disease.2813/,how to prevent development of severe covid-19 disease,,34,1703.3333333333333
16,"['Mumps', 'Immune System Diseases', 'Influenza', 'Measles', 'Coughing', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://forums.livescience.com/threads/the-hitchhickers-guide-to-immunity.2783/,the hitchhicker's guide to immunity,,4,203.125
17,"['Infantile Neuroaxonal Dystrophy', 'Pharyngitis', 'Coronavirus Infections', 'Sore Throat', 'Coughing', 'nan', 'nan', 'nan']",https://forums.livescience.com/threads/i-am-to-start-teaching-english-conversation-classes-soon-what-can-i-do.1464/,i am to start teaching english conversation classes soon: what can i do?,,16,802.9411764705883
18,"['Coronavirus Infections', 'nan']",https://forums.livescience.com/threads/do-the-catechins-in-green-tea-act-as-a-natural-antiviral-against-covid-19.2753/,do the catechins in green tea act as a natural antiviral against covid 19?,,4,202.77777777777777
19,"['Coronavirus Infections', 'nan', 'nan']",https://forums.livescience.com/threads/us-hospitals-are-already-starting-to-run-out-of-respirator-masks-crucial-for-coronavirus-protection.1253/,us hospitals are already starting to run out of respirator masks crucial for coronavirus protection,,8,402.63157894736844
20,"['Communicable Diseases', 'Digitorenocerebral Syndrome', 'Influenza', 'nan', 'nan', 'nan', 'nan']",https://forums.livescience.com/threads/school-closures.1937/,school closures,,10,502.5
21,"['Deficiency of glucose-6-phosphate dehydrogenase', 'Severe Combined Immunodeficiency', 'Adenosine deaminase deficiency', 'Severe Acute Respiratory Syndrome', 'Pneumonia', 'Heparin-induced thrombocytopenia', 'Mucocutaneous Lymph Node Syndrome', 'Upper Respiratory Infections', 'Coronavirus Infections', 'Paramyotonia Congenita (disorder)', 'Dyspnea', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://forums.livescience.com/threads/are-active-cigarette-smokers-immune-to-covid-19.2356/,are active cigarette smokers immune to covid-19???,,8,402.3809523809524
22,"['Herpes zoster disease', 'Virus Diseases', 'nan', 'nan']",https://forums.livescience.com/threads/alternatives-to-fighting-the-virus.2091/,alternatives to fighting the virus,,6,302.27272727272725
23,"['Communicable Diseases', 'Heparin-induced thrombocytopenia', 'Labyrinthitis', 'Common Cold', 'Influenza', 'Asthma', 'Upper Respiratory Infections', 'Dwarfism', 'Coronavirus Infections', 'Pyotraumatic dermatitis', 'Disease', 'Flatulence', 'Catch - Finding of sensory dimension of pain', 'Flushing', 'Coughing', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://forums.livescience.com/threads/coronavirus-toilet-flushing-open-windows-question.2515/,"coronavirus, toilet flushing, open windows question",,20,1002.1739130434783
24,"['Coronavirus Infections', 'Disease', 'nan', 'nan', 'nan', 'nan']",https://forums.livescience.com/threads/can-anyone-here-suggest-me-some-tips-to-keep-our-home-safe-during-covid-19.2569/,can anyone here suggest me some tips to keep our home safe during covid-19?,,6,302.0833333333333
25,"['Staring', 'nan', 'nan', 'nan', 'nan']",https://forums.livescience.com/threads/are-us-communities-and-hospitals-ready-to-take-on-covid-19.1067/,are us communities and hospitals ready to take on covid-19?,,4,202.0
26,"['Pneumonia', 'Common Cold', 'Coronavirus Infections', 'Catch - Finding of sensory dimension of pain', 'nan', 'nan', 'nan']",https://forums.livescience.com/threads/covid-19-in-meatorks.2320/,covid-19 in meatorks,,6,301.9230769230769
27,"['Pneumonia', 'Coronavirus Infections', 'nan', 'nan', 'nan', 'nan']",https://forums.livescience.com/threads/why-not-antibiotics.1957/,why not antibiotics?,,10,501.85185185185185
28,"['Infantile Neuroaxonal Dystrophy', 'Communicable Diseases', 'Coronavirus Infections', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://forums.livescience.com/threads/grocery-shopping-safely-during-coronavirus.1476/,grocery shopping safely during coronavirus,,20,1001.7857142857143
29,"['Respiratory Failure', 'Pulmonary congestion', 'Syndrome', 'Coronavirus Infections', 'Anosmia', 'Ageusia', 'Fatigue', 'nan', 'nan', 'nan', 'nan', 'nan']",https://forums.livescience.com/threads/prognosis-for-restored-senses-of-smell-and-test.1623/,prognosis for restored senses of smell and test?,,10,501.7241379310345
30,"['Communicable Diseases', 'Severe Acute Respiratory Syndrome', 'Common Cold', 'Influenza', 'nan']",https://forums.livescience.com/threads/crossover.1342/,crossover,,4,201.66666666666666
31,"['Smallpox', 'Cowpox', 'Syphilis', 'Nervousness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://forums.livescience.com/threads/using-an-old-approach-to-developing-a-corona-virus-vaccine.1376/,using an old approach to developing a corona virus vaccine?,,4,201.61290322580646
32,"['Influenza', 'Hemorrhoids', 'Upper Respiratory Infections']",https://forums.livescience.com/threads/if-i-have-a-cold-or-the-flu-can-i-also-get-the-covid-19-virus-too.1390/,"if i have a cold or the flu, can i also get the covid-19 virus too?",,4,201.5625
33,"['Heparin-induced thrombocytopenia', 'Respiratory Tract Infections', 'Influenza', 'Asthma', 'Upper Respiratory Infections', 'Disease', 'nan', 'nan', 'nan']",https://forums.livescience.com/threads/pe-lung-damage-risk.1391/,pe lung damage risk,,4,201.5151515151515
34,['Coronavirus Infections'],https://forums.livescience.com/threads/analytics-and-visualization-on-coronavirus.1382/,analytics and visualization on coronavirus,,8,401.47058823529414
35,"['Fatigue', 'Coughing', 'Chills', 'nan', 'nan', 'nan', 'nan']",https://forums.livescience.com/threads/symptoms-january-1-mid-feb-2020.1368/,symptoms january 1-mid feb.2020,,4,201.42857142857142
36,"['Common Cold', 'Chronic Obstructive Airway Disease', 'Coughing']",https://forums.livescience.com/threads/worried.1349/,worried,,6,301.3888888888889
37,"['Coronavirus Infections', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://forums.livescience.com/threads/poll-have-you-cancelled-trips-abroad.1299/,poll: have you cancelled trips abroad?,,20,1001.3513513513514
38,"['Communicable Diseases', 'Common Cold', 'Influenza', 'Upper Respiratory Infections', 'Coronavirus Infections', 'nan', 'nan', 'nan', 'nan']",https://forums.livescience.com/threads/zoonotic-viruses-from-animals-with-core-temperatures-above-humans.1305/,zoonotic viruses from animals with core temperatures above humans,,4,201.31578947368422
39,"['Pharyngitis', 'Common Cold', 'Influenza', 'Primary Cough Headache', 'slight fever', 'Illness (finding)', 'Sore Throat', 'Headache', 'Coughing', 'Lethargy', 'Dyspnea', 'nan', 'nan', 'nan']",https://forums.livescience.com/threads/seasonal-flu-jag.1320/,seasonal flu jag,,6,301.28205128205127
40,"['Sinusitis', 'Immune System Diseases', 'Influenza', 'Chronic disease', 'Upper Respiratory Infections', 'Multiple Sclerosis', 'Symptom Flare Up', 'Flare']",https://forums.livescience.com/threads/health-issues-that-put-people-at-higher-risk.1289/,health issues that put people at higher risk,,4,201.25
41,"['Stinging Sensation', 'nan', 'nan', 'nan', 'nan']",https://forums.livescience.com/threads/how-often-are-you-washing-your-hands-now.1277/,how often are you washing your hands now?,,6,301.219512195122
42,"['Influenza', 'Coronavirus Infections', 'nan', 'nan']",https://forums.livescience.com/threads/what-can-the-coronavirus-outbreak-teach-us-about-bringing-mars-samples-back-to-earth.1039/,what can the coronavirus outbreak teach us about bringing mars samples back to earth?,,10,501.1904761904762
43,"['Coronavirus Infections', 'nan', 'nan', 'nan', 'nan']",https://forums.livescience.com/threads/poll-wfh-during-covid-19-precautions.1283/,poll: wfh during covid-19 precautions,,6,301.16279069767444
44,"['Cachexia', 'nan', 'nan', 'nan', 'nan']",https://forums.livescience.com/threads/poll-is-your-local-government-and-medical-system-ready-to-handle-covid-19.1255/,poll:is your local government and medical system ready to handle covid-19?,,14,701.1363636363636
45,"['Hypertensive disease', 'Heparin-induced thrombocytopenia', 'Coronavirus Infections', 'nan', 'nan', 'nan', 'nan', 'nan']",https://forums.livescience.com/threads/coronavirus-outbreak-officially-declared-a-pandemic-who-says.1266/,"coronavirus outbreak officially declared a pandemic, who says",,10,501.1111111111111
46,"['Heparin-induced thrombocytopenia', 'Influenza', 'Coronavirus Infections', 'Weakness', 'nan']",https://forums.livescience.com/threads/is-the-coronavirus-more-dangerous-than-the-flu.1119/,is the coronavirus more dangerous than the flu?,,4,201.08695652173913
47,"['Infantile Neuroaxonal Dystrophy', 'Coronavirus Infections', 'nan']",https://forums.livescience.com/threads/cruise-ship-with-apparent-coronavirus-outbreak-is-held-offshore-near-san-francisco.1200/,cruise ship with apparent coronavirus outbreak is held offshore near san francisco,,16,801.063829787234
48,"['Communicable Diseases', 'Pneumonia', 'Common Cold', 'Influenza', 'Coronavirus Infections', 'Signs and Symptoms, Respiratory', 'Coughing', 'Dyspnea', 'nan']",https://forums.livescience.com/threads/what-exactly-is-the-coronavirus.1120/,what exactly is the coronavirus?,,4,201.04166666666666
49,"['Coronavirus Infections', 'nan', 'nan', 'nan']",https://forums.livescience.com/threads/coronavirus-outbreak-live-updates.1244/,coronavirus outbreak: live updates,,6,301.0204081632653
50,"['Influenza', 'Coronavirus Infections', 'Weakness', 'nan', 'nan']",https://forums.livescience.com/threads/should-schools-close-for-coronavirus.1204/,should schools close for coronavirus?,,10,501.0
51,"['Infantile Neuroaxonal Dystrophy', 'Pneumonia', 'Upper Respiratory Infections', 'Coronavirus Infections', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://forums.livescience.com/threads/a-us-coronavirus-outbreak-is-almost-inevitable-heres-how-you-can-prepare.1060/,a us coronavirus outbreak is almost inevitable. here's how you can prepare.,,8,400.98039215686276
52,"['Coronavirus Infections', 'nan']",https://forums.livescience.com/threads/9-000-cases-of-coronavirus-in-the-us-could-stem-from-wuhan-alone.1247/,"9,000 cases of coronavirus in the us could stem from wuhan alone",,4,200.96153846153845
53,"['Heparin-induced thrombocytopenia', 'Pneumonia', 'Meningitis', 'Influenza', 'Coronavirus Infections', 'nan', 'nan', 'nan']",https://forums.livescience.com/threads/coronavirus-does-not-affect-kids.817/,coronavirus does not affect kids!,,24,1200.9433962264152
54,['Coronavirus Infections'],https://forums.livescience.com/threads/coronavirus-outbreak-live-ups.1242/,coronavirus outbreak: live ups,,2,100.92592592592592
55,"['Influenza', 'Coronavirus Infections', 'nan']",https://forums.livescience.com/threads/coronavirus-questions-for-our-facebook-livestream-ask-them-here.1149/,coronavirus questions for our facebook livestream? ask them here!,,6,300.90909090909093
56,"['Communicable Diseases', 'Wasting', 'Common Cold', 'Posterior reversible encephalopathy syndrome', 'HIV Infections', 'Coronavirus Infections', 'Rolling of eyes', 'Pain', 'nan', 'nan', 'nan']",https://forums.livescience.com/threads/us-isnt-remotely-prepared-to-test-for-coronavirus-experts-say.1040/,"us isn't 'remotely prepared' to test for coronavirus, experts say",,14,700.8928571428571
57,"['Digitorenocerebral Syndrome', 'Influenza', 'Coronavirus Infections', 'nan']",https://forums.livescience.com/threads/why-prepare-for-coronavirus-to-strike-the-us-its-your-civic-duty.1122/,why prepare for coronavirus to strike the us? it's your civic duty.,,8,400.87719298245617
58,"['Coronavirus Infections', 'Disease', 'nan']",https://forums.livescience.com/threads/3-coronavirus-cases-identified-in-long-term-care-facility-in-washington.1123/,3 coronavirus cases identified in long-term care facility in washington,,4,200.86206896551724
59,['Coronavirus Infections'],https://forums.livescience.com/threads/coronavirus-resources-us-state-and-local-health-departments.1065/,coronavirus resources: us state and local health departments,,2,100.84745762711864
60,"['Coronavirus Infections', 'nan']",https://forums.livescience.com/threads/trump-announces-pence-will-be-coronavirus-czar.1043/,trump announces pence will be 'coronavirus czar',,2,100.83333333333333
61,['Coronavirus Infections'],https://forums.livescience.com/threads/its-still-too-soon-to-call-coronavirus-outbreak-a-pandemic-who-says.1004/,"it's still too soon to call coronavirus outbreak a pandemic, who says",,2,100.81967213114754
62,"['Coronavirus Infections', 'nan']",https://forums.livescience.com/threads/coronavirus-quarantine-ends-for-some-cruise-ship-passengers-sparking-worries-over-virus-spread.906/,"coronavirus quarantine ends for some cruise ship passengers, sparking worries over virus spread",,2,100.80645161290323
63,"['Communicable Diseases', 'Critical Illness', 'Coronavirus Infections', 'nan']",https://forums.livescience.com/threads/blood-from-cured-coronavirus-patients-could-help-treat-infection.871/,blood from cured coronavirus patients could help treat infection,,2,100.7936507936508
64,"['Coronavirus Infections', 'Nightmares', 'nan']",https://forums.livescience.com/threads/coronavirus-cruise-ship-nightmare-are-quarantines-the-right-answer.857/,coronavirus cruise ship nightmare: are quarantines the right answer?,,2,100.78125
65,"['Tumor Necrosis Factor Receptor 1-Associated Periodic Syndrome', 'Digitorenocerebral Syndrome', 'Decompression Sickness', 'Coronavirus Infections', 'Disease', 'Coughing', 'nan', 'nan']",https://forums.livescience.com/threads/can-the-new-coronavirus-spread-through-building-pipes.829/,can the new coronavirus spread through building pipes?,,8,400.7692307692308
66,"['Communicable Diseases', 'Dengue Fever', 'Hemorrhagic Fever, Ebola', 'Coronavirus Infections']",https://forums.livescience.com/threads/28-devastating-infectious-diseases.812/,28 devastating infectious diseases,,2,100.75757575757575
67,"['Wasting', 'Coronavirus Infections', 'Hemorrhagic Fever, Ebola', 'Blackout - symptom', 'nan', 'nan']",https://forums.livescience.com/threads/coronavirus-vaccine-still-months-out-heres-why.616/,coronavirus vaccine still months out. here's why.,,16,800.7462686567164
68,"['Communicable Diseases', 'Coronavirus Infections', 'nan', 'nan', 'nan', 'nan']",https://forums.livescience.com/threads/facebook-live-event-coronavirus-q-a-hosted-by-live-science-staff.723/,facebook live event - coronavirus q&a hosted by live science staff,,6,300.7352941176471
69,"['Communicable Diseases', 'Coronavirus Infections']",https://forums.livescience.com/threads/new-coronavirus-can-spread-before-symptoms-start-german-case-suggests.657/,"new coronavirus can spread before symptoms start, german case suggests",,4,200.7246376811594
70,"['Coronavirus Infections', 'Weakness']",https://forums.livescience.com/threads/coronavirus-outbreak-is-public-health-emergency-of-international-concern-who-declares.648/,"coronavirus outbreak is 'public health emergency of international concern,' who declares",,2,100.71428571428571
71,"['Severe Acute Respiratory Syndrome', 'Coronavirus Infections']",https://forums.livescience.com/threads/is-the-coronavirus-outbreak-as-bad-as-sars.644/,is the coronavirus outbreak as bad as sars?,,2,100.70422535211267
72,"['Coronavirus Infections', 'Seizures', 'Abnormal coordination', 'nan']",https://forums.livescience.com/threads/coronavirus-screening-expands-to-20-us-airports-researchers-start-work-on-a-new-vaccine.623/,coronavirus screening expands to 20 us airports; researchers start work on a new vaccine,,8,400.69444444444446
73,"['Communicable Diseases', 'Severe Acute Respiratory Syndrome', 'West Nile viral infection', 'Hemorrhagic Fever, Ebola', 'Virus Diseases']",https://forums.livescience.com/threads/mysterious-respiratory-illness-has-sickened-dozens-in-china.387/,mysterious respiratory illness has sickened dozens in china,,6,300.6849315068493
